"id","URL","title"
"28","https://en.wikipedia.org/wiki/Moon_in_fiction#Film","Moon in fiction"
"29","https://en.wikipedia.org/wiki/Mars_in_fiction","Mars in fiction"
"30","https://en.wikipedia.org/wiki/Mars","Mars"
"31","https://en.wikipedia.org/wiki/Dave_Gibbons","Dave Gibbons"
"32","https://en.wikipedia.org/wiki/Comics_artist","Cartoonist"
"33","https://en.wikipedia.org/wiki/Watchmen_(TV_series)","Watchmen (TV series)"
"34","https://en.wikipedia.org/wiki/Drama_(film_and_television)","Drama (film and television)"
"35","https://en.wikipedia.org/wiki/Superhero_fiction","Superhero fiction"
"36","https://en.wikipedia.org/wiki/Zack_Snyder","Zack Snyder"
"37","https://en.wikipedia.org/wiki/Dawn_of_the_Dead_(1978_film)","Dawn of the Dead (1978 film)"
"38","https://en.wikipedia.org/wiki/300_(film)","300 (film)"
"39","https://en.wikipedia.org/wiki/Dawn_of_the_Dead_(2004_film)","Dawn of the Dead (2004 film)"
"40","https://en.wikipedia.org/wiki/Neo-noir","Neo-noir"
"41","https://en.wikipedia.org/wiki/Film_noir","Film noir"
"42","https://en.wikipedia.org/wiki/List_of_film_noir_titles","List of film noir titles"
"43","https://en.wikipedia.org/wiki/List_of_neo-noir_titles","List of neo-noir films"
"44","https://en.wikipedia.org/wiki/Superman_II","Superman II"
"45","https://en.wikipedia.org/wiki/Richard_Lester","Richard Lester"
"46","https://en.wikipedia.org/wiki/United_Kingdom","United Kingdom"
"47","https://en.wikipedia.org/wiki/Film_director","Film director"
"48","https://en.wikipedia.org/wiki/Superman","Superman"
"49","https://en.wikipedia.org/wiki/List_of_DC_animated_universe_characters","List of DC animated universe characters"
"50","https://en.wikipedia.org/wiki/Joe_Shuster","Joe Shuster"
"51","https://en.wikipedia.org/wiki/Jerry_Siegel","Jerry Siegel"
"52","https://en.wikipedia.org/wiki/Birds_of_Prey_(2020_film)","Birds of Prey (2020 film)"
"53","https://en.wikipedia.org/wiki/Birds_of_Prey_(team)","Birds of Prey (team)"
"54","https://en.wikipedia.org/wiki/Superhero_team","Superhero"
"55","https://en.wikipedia.org/wiki/Ongoing_series","Ongoing series"
"56","https://en.wikipedia.org/wiki/Black_Canary","Black Canary"
"57","https://en.wikipedia.org/wiki/Women_warriors_in_literature_and_culture","Women warriors in literature and culture"
"58","https://en.wikipedia.org/wiki/Superheroine","Superhero"
"59","https://en.wikipedia.org/wiki/Black_Canary_(comic_book)","Black Canary (comic book)"
"60","https://en.wikipedia.org/wiki/Harley_Quinn","Harley Quinn"
"61","https://en.wikipedia.org/wiki/Media_(communication)","Media (communication)"
"62","https://en.wikipedia.org/wiki/Hybristophilia","Hybristophilia"
"63","https://en.wikipedia.org/wiki/DC_Entertainment","DC Comics"
"64","https://en.wikipedia.org/wiki/Paul_Dini","Paul Dini"
"65","https://en.wikipedia.org/wiki/List_of_Batman_Family_adversaries","List of Batman family enemies"
"66","https://en.wikipedia.org/wiki/Green_Lantern_(film)","Green Lantern (film)"
"67","https://en.wikipedia.org/wiki/Green_Lantern","Green Lantern"
"68","https://en.wikipedia.org/wiki/Doctor_Spectrum","Doctor Spectrum"
"69","https://en.wikipedia.org/wiki/Green_Lantern:_The_Animated_Series","Green Lantern: The Animated Series"
"70","https://en.wikipedia.org/wiki/Martin_Campbell","Martin Campbell"
"71","https://en.wikipedia.org/wiki/GoldenEye","GoldenEye"
"72","https://en.wikipedia.org/wiki/Edge_of_Darkness","Edge of Darkness"
"73","https://en.wikipedia.org/wiki/List_of_New_Zealand_film_makers","List of New Zealand film makers"
"74","https://en.wikipedia.org/wiki/James_Bond_in_film","Production of the James Bond films"
"75","https://en.wikipedia.org/wiki/The_Green_Hornet_(2011_film)","The Green Hornet (2011 film)"
"76","https://en.wikipedia.org/wiki/Michel_Gondry","Michel Gondry"
"77","https://en.wikipedia.org/wiki/Mise_en_sc%C3%A8ne","Mise-en-scène"
"78","https://en.wikipedia.org/wiki/George_W._Trendle","George W. Trendle"
"79","https://en.wikipedia.org/wiki/Detroit","Detroit"
"80","https://en.wikipedia.org/wiki/Green_Hornet","Green Hornet"
"81","https://en.wikipedia.org/wiki/Lone_Ranger","Lone Ranger"
"82","https://en.wikipedia.org/wiki/Action_comedy","Action fiction"
"83","https://en.wikipedia.org/wiki/Adventure_fiction","Adventure fiction"
"84","https://en.wikipedia.org/wiki/List_of_genres","List of genres"
"85","https://en.wikipedia.org/wiki/Literary_genre","Literary genre"
"86","https://en.wikipedia.org/wiki/Spy_fiction","Spy fiction"
"87","https://en.wikipedia.org/wiki/Action-adventure_game","Action-adventure game"
"88","https://en.wikipedia.org/wiki/Vigilante_film","Vigilante film"
"89","https://en.wikipedia.org/wiki/Revenge","Revenge"
"90","https://en.wikipedia.org/wiki/Poliziotteschi","Poliziotteschi"
"91","https://en.wikipedia.org/wiki/Crime_drama","Crime film"
"92","https://en.wikipedia.org/wiki/Film_genre","Film genre"
"93","https://en.wikipedia.org/wiki/Vigilante","Vigilantism"
"94","https://en.wikipedia.org/wiki/The_Green_Hornet","Green Hornet"
"95","https://en.wikipedia.org/wiki/Fran_Striker","Fran Striker"
"96","https://en.wikipedia.org/wiki/Ghost_Rider_(2007_film)","Ghost Rider (2007 film)"
"97","https://en.wikipedia.org/wiki/Mike_Ploog","Mike Ploog"
"98","https://en.wikipedia.org/wiki/List_of_ghost_films","List of ghost films"
"99","https://en.wikipedia.org/wiki/Ghost_story","Ghost story"
"100","https://en.wikipedia.org/wiki/Ghost_(Hamlet)","Ghost (Hamlet)"
"101","https://en.wikipedia.org/wiki/Beetlejuice","Beetlejuice"
"102","https://en.wikipedia.org/wiki/Indian_ghost_movie","Indian ghost movie"
"103","https://en.wikipedia.org/wiki/Casper_the_Friendly_Ghost","Casper the Friendly Ghost"
"104","https://en.wikipedia.org/wiki/Mark_Steven_Johnson","Mark Steven Johnson"
"105","https://en.wikipedia.org/wiki/Screenwriter","Screenwriter"
"106","https://en.wikipedia.org/wiki/List_of_films_based_on_Marvel_Comics_publications","List of films based on Marvel Comics publications"
"107","https://en.wikipedia.org/wiki/Marvel_One-Shots","Marvel One-Shots"
"108","https://en.wikipedia.org/wiki/List_of_Marvel_Comics_characters","Lists of Marvel Comics characters"
"109","https://en.wikipedia.org/wiki/List_of_Marvel_Cinematic_Universe_films","List of Marvel Cinematic Universe films"
"110","https://en.wikipedia.org/wiki/Ghost_Rider_(Johnny_Blaze)","Ghost Rider (Johnny Blaze)"
"111","https://en.wikipedia.org/wiki/Fictional_character","Character (arts)"
"112","https://en.wikipedia.org/wiki/Ghost_Rider","Ghost Rider"
"113","https://en.wikipedia.org/wiki/American_comic_books","American comic book"
"114","https://en.wikipedia.org/wiki/Antihero","Antihero"
"115","https://en.wikipedia.org/wiki/Hell-Rider","Hell-Rider"
"116","https://en.wikipedia.org/wiki/Gary_Friedrich","Gary Friedrich"
"117","https://en.wikipedia.org/wiki/Silver_Age_of_comic_books","Silver Age of Comic Books"
"118","https://en.wikipedia.org/wiki/Roy_Thomas","Roy Thomas"
"119","https://en.wikipedia.org/wiki/Stan_Lee","Stan Lee"
"120","https://en.wikipedia.org/wiki/Batman_%26_Robin_(film)","Batman & Robin (film)"
"121","https://en.wikipedia.org/wiki/Bob_Kane","Bob Kane"
"122","https://en.wikipedia.org/wiki/Bill_Finger","Bill Finger"
"123","https://en.wikipedia.org/wiki/Batman_characters","List of Batman supporting characters"
"124","https://en.wikipedia.org/wiki/List_of_Green_Arrow_supporting_characters","List of Green Arrow supporting characters"
"125","https://en.wikipedia.org/wiki/List_of_Superman_supporting_characters","List of Superman supporting characters"
"126","https://en.wikipedia.org/wiki/Batman","Batman"
"127","https://en.wikipedia.org/wiki/Hulk_(film)","Hulk (film)"
"128","https://en.wikipedia.org/wiki/Jack_Kirby","Jack Kirby"
"129","https://en.wikipedia.org/wiki/Pen_name","Pen name"
"130","https://en.wikipedia.org/wiki/Character_(arts)","Character (arts)"
"131","https://en.wikipedia.org/wiki/Person","Person"
"132","https://en.wikipedia.org/wiki/Antagonist","Antagonist"
"133","https://en.wikipedia.org/wiki/Fiction","Fiction"
"134","https://en.wikipedia.org/wiki/Advertising_character","Mascot"
"135","https://en.wikipedia.org/wiki/Narrative","Narrative"
"136","https://en.wikipedia.org/wiki/Ang_Lee","Ang Lee"
"137","https://en.wikipedia.org/wiki/Chinese_language","Chinese language"
"138","https://en.wikipedia.org/wiki/Pinyin","Pinyin"
"139","https://en.wikipedia.org/wiki/Order_of_Brilliant_Star","Order of Brilliant Star"
"140","https://en.wikipedia.org/wiki/Hulk_(video_game)","Hulk (video game)"
"141","https://en.wikipedia.org/wiki/Video_game","Video game"
"142","https://en.wikipedia.org/wiki/Action_game","Action game"
"143","https://en.wikipedia.org/wiki/Hulk","Hulk"
"144","https://en.wikipedia.org/wiki/Hulk_in_other_media","Hulk in other media"
"145","https://en.wikipedia.org/wiki/List_of_Marvel_Comics_superhero_debuts","List of Marvel Comics superhero debuts"
"146","https://en.wikipedia.org/wiki/Teenage_Mutant_Ninja_Turtles:_Out_of_the_Shadows","Teenage Mutant Ninja Turtles: Out of the Shadows"
"147","https://en.wikipedia.org/wiki/Kevin_Eastman","Kevin Eastman"
"148","https://en.wikipedia.org/wiki/Teenage_Mutant_Ninja_Turtles","Teenage Mutant Ninja Turtles"
"149","https://en.wikipedia.org/wiki/Peter_Laird","Peter Laird"
"150","https://en.wikipedia.org/wiki/Nickelodeon_Movies","Nickelodeon Movies"
"151","https://en.wikipedia.org/wiki/Nickelodeon","Nickelodeon"
"152","https://en.wikipedia.org/wiki/Harriet_the_Spy_(film)","Harriet the Spy (film)"
"153","https://en.wikipedia.org/wiki/ViacomCBS","ViacomCBS"
"154","https://en.wikipedia.org/wiki/Dave_Green_(director)","Dave Green (director)"
"155","https://en.wikipedia.org/wiki/Music_video_director","Music video director"
"156","https://en.wikipedia.org/wiki/Miles_Fisher","Miles Fisher"
"157","https://en.wikipedia.org/wiki/Teenage_Mutant_Ninja_Turtles_(film_series)","Teenage Mutant Ninja Turtles in film"
"158","https://en.wikipedia.org/wiki/Teenage_Mutant_Ninja_Turtles_(1990_film)","Teenage Mutant Ninja Turtles (1990 film)"
"159","https://en.wikipedia.org/wiki/Teenage_Mutant_Ninja_Turtles_(Mirage_Studios)","Teenage Mutant Ninja Turtles (Mirage Studios)"
"160","https://en.wikipedia.org/wiki/Unbreakable_(film)","Unbreakable (film)"
"161","https://en.wikipedia.org/wiki/2000_in_film","2000 in film"
"162","https://en.wikipedia.org/wiki/List_of_2000_box_office_number-one_films_in_the_United_States","List of 2000 box office number-one films in the United States"
"163","https://en.wikipedia.org/wiki/Mission:_Impossible_2","Mission: Impossible 2"
"164","https://en.wikipedia.org/wiki/Gladiator_(2000_film)","Gladiator (2000 film)"
"165","https://en.wikipedia.org/wiki/List_of_American_superhero_films","List of American superhero films"
"166","https://en.wikipedia.org/wiki/List_of_films_based_on_DC_Comics","List of films based on DC Comics publications"
"167","https://en.wikipedia.org/wiki/List_of_films_based_on_Marvel_Comics","List of films based on Marvel Comics publications"
"168","https://en.wikipedia.org/wiki/Thriller_film","Thriller film"
"169","https://en.wikipedia.org/wiki/Suspense","Suspense"
"170","https://en.wikipedia.org/wiki/AFI%27s_100_Years...100_Thrills","AFI's 100 Years...100 Thrills"
"171","https://en.wikipedia.org/wiki/Blinding_Edge_Pictures","Blinding Edge Pictures"
"172","https://en.wikipedia.org/wiki/Signs_(film)","Signs (film)"
"173","https://en.wikipedia.org/wiki/M._Night_Shyamalan","M. Night Shyamalan"
"174","https://en.wikipedia.org/wiki/Shazam!_(film)","Shazam! (film)"
"175","https://en.wikipedia.org/wiki/C._C._Beck","C. C. Beck"
"176","https://en.wikipedia.org/wiki/Cartoonist","Cartoonist"
"177","https://en.wikipedia.org/wiki/Captain_Marvel_(DC_Comics)","Captain Marvel (DC Comics)"
"178","https://en.wikipedia.org/wiki/Bill_Parker_(comics)","Bill Parker (comics)"
"179","https://en.wikipedia.org/wiki/Fawcett_Comics","Fawcett Comics"
"180","https://en.wikipedia.org/wiki/DC_Extended_Universe","DC Extended Universe"
"181","https://en.wikipedia.org/wiki/Media_franchise","Multimedia franchise"
"182","https://en.wikipedia.org/wiki/Shared_universe","Shared universe"
"183","https://en.wikipedia.org/wiki/Film_series","Film series"
"184","https://en.wikipedia.org/wiki/The_Incredible_Hulk_(film)","The Incredible Hulk (film)"
"185","https://en.wikipedia.org/wiki/Fantastic_Four:_Rise_of_the_Silver_Surfer","Fantastic Four: Rise of the Silver Surfer"
"186","https://en.wikipedia.org/wiki/Silver_Surfer","Silver Surfer"
"187","https://en.wikipedia.org/wiki/Fantastic_Four","Fantastic Four"
"188","https://en.wikipedia.org/wiki/Maximum_Fantastic_Four","Maximum Fantastic Four"
"189","https://en.wikipedia.org/wiki/Fantastic_Four_(2005_film)","Fantastic Four (2005 film)"
"190","https://en.wikipedia.org/wiki/Fantastic_Four_in_film","Fantastic Four in film"
"191","https://en.wikipedia.org/wiki/Fantastic_Four_(2005_video_game)","Fantastic Four (2005 video game)"
"192","https://en.wikipedia.org/wiki/Fantastic_Four:_Rise_of_the_Silver_Surfer_(video_game)","Fantastic Four: Rise of the Silver Surfer (video game)"
"193","https://en.wikipedia.org/wiki/X-Men_(film)","X-Men (film)"
"194","https://en.wikipedia.org/wiki/David_Hayter","David Hayter"
"195","https://en.wikipedia.org/wiki/Voice_acting","Voice acting"
"196","https://en.wikipedia.org/wiki/American-Canadian","American Canadians"
"197","https://en.wikipedia.org/wiki/X-Men","X-Men"
"198","https://en.wikipedia.org/wiki/Doom_Patrol","Doom Patrol"
"199","https://en.wikipedia.org/wiki/Bryan_Singer","Bryan Singer"
"200","https://en.wikipedia.org/wiki/Bad_Hat_Harry_Productions","Bad Hat Harry Productions"
"201","https://en.wikipedia.org/wiki/Superman_(1978_film)","Superman (1978 film)"
"202","https://en.wikipedia.org/wiki/Richard_Donner","Richard Donner"
"203","https://en.wikipedia.org/wiki/The_Omen","The Omen"
"204","https://en.wikipedia.org/wiki/Batman_Forever","Batman Forever"
"205","https://en.wikipedia.org/wiki/Joel_Schumacher","Joel Schumacher"
"206","https://en.wikipedia.org/wiki/St._Elmo%27s_Fire_(film)","St. Elmo's Fire (film)"
"207","https://en.wikipedia.org/wiki/The_Lost_Boys_(film)","The Lost Boys"
"208","https://en.wikipedia.org/wiki/Tim_Burton","Tim Burton"
"209","https://en.wikipedia.org/wiki/Gothic_film","Gothic film"
"210","https://en.wikipedia.org/wiki/The_Mask_(1994_film)","The Mask (1994 film)"
"211","https://en.wikipedia.org/wiki/The_Mask","The Mask"
"212","https://en.wikipedia.org/wiki/Comedy_film","Comedy film"
"213","https://en.wikipedia.org/wiki/Film","Film"
"214","https://en.wikipedia.org/wiki/Humor","Humour"
"215","https://en.wikipedia.org/wiki/AFI%27s_100_Years...100_Laughs","AFI's 100 Years...100 Laughs"
"216","https://en.wikipedia.org/wiki/List_of_films_based_on_Dark_Horse_Comics","List of television series and films based on Dark Horse Comics publications"
"217","https://en.wikipedia.org/wiki/Dark_Horse_Comics","Dark Horse Comics"
"218","https://en.wikipedia.org/wiki/Chuck_Russell","Chuck Russell"
"219","https://en.wikipedia.org/wiki/Genre_fiction","Genre fiction"
"220","https://en.wikipedia.org/wiki/X-Men:_First_Class","X-Men: First Class"
"221","https://en.wikipedia.org/wiki/Matthew_Vaughn","Matthew Vaughn"
"222","https://en.wikipedia.org/wiki/Lock,_Stock_and_Two_Smoking_Barrels","Lock, Stock and Two Smoking Barrels"
"223","https://en.wikipedia.org/wiki/Snatch_(film)","Snatch (film)"
"224","https://en.wikipedia.org/wiki/Batman_Begins","Batman Begins"
"225","https://en.wikipedia.org/wiki/The_Dark_Knight_Trilogy","Batman in film"
"226","https://en.wikipedia.org/wiki/Christopher_Nolan","Christopher Nolan"
"227","https://en.wikipedia.org/wiki/Cinema_of_the_United_States","Cinema of the United States"
"228","https://en.wikipedia.org/wiki/Commander_of_the_Order_of_the_British_Empire","Order of the British Empire"
"229","https://en.wikipedia.org/wiki/David_S._Goyer","David S. Goyer"
"230","https://en.wikipedia.org/wiki/Novelist","Novelist"
"231","https://en.wikipedia.org/wiki/Daredevil_(film)","Daredevil (film)"
"232","https://en.wikipedia.org/wiki/Daredevil_(Marvel_Comics_character)","Daredevil (Marvel Comics character)"
"233","https://en.wikipedia.org/wiki/List_of_Daredevil_titles","List of Daredevil titles"
"234","https://en.wikipedia.org/wiki/1964_in_comics","1964 in comics"
"235","https://en.wikipedia.org/wiki/Bill_Everett","Bill Everett"
"236","https://en.wikipedia.org/wiki/Zombie_(comics)","Zombie (comics)"
"237","https://en.wikipedia.org/wiki/Namor_the_Sub-Mariner","Namor"
"238","https://en.wikipedia.org/wiki/Spider-Man:_Into_the_Spider-Verse","Spider-Man: Into the Spider-Verse"
"239","https://en.wikipedia.org/wiki/Computer_animation","Computer animation"
"240","https://en.wikipedia.org/wiki/Computer-generated_imagery","Computer-generated imagery"
"241","https://en.wikipedia.org/wiki/Virtual_cinematography","Virtual cinematography"
"242","https://en.wikipedia.org/wiki/Animation","Animation"
"243","https://en.wikipedia.org/wiki/Brian_Michael_Bendis","Brian Michael Bendis"
"244","https://en.wikipedia.org/wiki/Wizard_(magazine)","Wizard (magazine)"
"245","https://en.wikipedia.org/wiki/Sony_Pictures_Animation","Sony Pictures Animation"
"246","https://en.wikipedia.org/wiki/Sony_Pictures_Imageworks","Sony Pictures Imageworks"
"247","https://en.wikipedia.org/wiki/Sony_Pictures","Sony Pictures"
"248","https://en.wikipedia.org/wiki/Adelaide_Productions","Adelaide Productions"
"249","https://en.wikipedia.org/wiki/Animation_studio","Animation studio"
"250","https://en.wikipedia.org/wiki/Sony_Pictures_Motion_Picture_Group","Sony Pictures Entertainment Motion Picture Group"
"251","https://en.wikipedia.org/wiki/Steve_Ditko","Steve Ditko"
"252","https://en.wikipedia.org/wiki/Miles_Morales","Miles Morales"
"253","https://en.wikipedia.org/wiki/Spider-Man","Spider-Man"
"254","https://en.wikipedia.org/wiki/List_of_Spider-Man_storylines","List of Spider-Man storylines"
"255","https://en.wikipedia.org/wiki/Sara_Pichelli","Sara Pichelli"
"256","https://en.wikipedia.org/wiki/Spider-Man_(Miles_Morales)","Miles Morales"
"257","https://en.wikipedia.org/wiki/Ultimate_Spider-Man","Ultimate Spider-Man"
"258","https://en.wikipedia.org/wiki/The_League_of_Extraordinary_Gentlemen_(film)","The League of Extraordinary Gentlemen (film)"
"259","https://en.wikipedia.org/wiki/Dieselpunk","Dieselpunk"
"260","https://en.wikipedia.org/wiki/Aesthetics","Aesthetics"
"261","https://en.wikipedia.org/wiki/Airborne_aircraft_carrier","Airborne aircraft carrier"
"262","https://en.wikipedia.org/wiki/Air_pirate","Air pirate"
"263","https://en.wikipedia.org/wiki/Steampunk","Steampunk"
"264","https://en.wikipedia.org/wiki/Diesel_engine","Diesel engine"
"265","https://en.wikipedia.org/wiki/The_League_of_Extraordinary_Gentlemen","The League of Extraordinary Gentlemen"
"266","https://en.wikipedia.org/wiki/Kevin_O%27Neill_(comics)","Kevin O'Neill (comics)"
"267","https://en.wikipedia.org/wiki/List_of_The_League_of_Extraordinary_Gentlemen_characters","List of The League of Extraordinary Gentlemen characters"
"268","https://en.wikipedia.org/wiki/History_of_The_League_of_Extraordinary_Gentlemen","The League of Extraordinary Gentlemen (comics)"
"269","https://en.wikipedia.org/wiki/Stephen_Norrington","Stephen Norrington"
"270","https://en.wikipedia.org/wiki/Stan_Winston","Stan Winston"
"271","https://en.wikipedia.org/wiki/Dick_Smith_(make-up_artist)","Dick Smith (make-up artist)"
"272","https://en.wikipedia.org/wiki/Rick_Baker","Rick Baker"
"273","https://en.wikipedia.org/wiki/Showtime_(TV_network)","Showtime (TV network)"
"274","https://en.wikipedia.org/wiki/Pay_television","Pay television"
"275","https://en.wikipedia.org/wiki/United_States","United States"
"276","https://en.wikipedia.org/wiki/Television_network","Television network"
"277","https://en.wikipedia.org/wiki/Penny_Dreadful_(TV_series)","Penny Dreadful (TV series)"
"278","https://en.wikipedia.org/wiki/Horror_film","Horror film"
"279","https://en.wikipedia.org/wiki/Dracula_in_popular_culture","Count Dracula in popular culture"
"280","https://en.wikipedia.org/wiki/Drama","Drama"
"281","https://en.wikipedia.org/wiki/Frankenstein_in_popular_culture","Frankenstein in popular culture"
"282","https://en.wikipedia.org/wiki/Batman_Returns","Batman Returns"
"283","https://en.wikipedia.org/wiki/Denise_Di_Novi","Denise Di Novi"
"284","https://en.wikipedia.org/wiki/Jian_Bing_Man","Jian Bing Man"
"285","https://en.wikipedia.org/wiki/Simplified_Chinese_characters","Simplified Chinese characters"
"286","https://en.wikipedia.org/wiki/Chinese_characters","Chinese characters"
"287","https://en.wikipedia.org/wiki/Elektra_(2005_film)","Elektra (2005 film)"
"288","https://en.wikipedia.org/wiki/Frank_Miller_(comics)","Frank Miller (comics)"
"289","https://en.wikipedia.org/wiki/Graphic_novel","Graphic novel"
"290","https://en.wikipedia.org/wiki/Elektra_(comics)","Elektra (character)"
"291","https://en.wikipedia.org/wiki/Electra","Electra"
"292","https://en.wikipedia.org/wiki/American_English","American English"
"293","https://en.wikipedia.org/wiki/British_English","British English"
"294","https://en.wikipedia.org/wiki/Rob_Bowman_(director)","Rob Bowman (director)"
"295","https://en.wikipedia.org/wiki/Chuck_Bowman","Chuck Bowman"
"296","https://en.wikipedia.org/wiki/Star_Trek:_The_Next_Generation","Star Trek: The Next Generation"
"297","https://en.wikipedia.org/wiki/Spin-off_(media)","Spin-off (media)"
"298","https://en.wikipedia.org/wiki/List_of_media_spin-offs","List of media spin-offs"
"299","https://en.wikipedia.org/wiki/Mass_media","Mass media"
"300","https://en.wikipedia.org/wiki/Digression","Digression"
"301","https://en.wikipedia.org/wiki/Darkman","Darkman"
"302","https://en.wikipedia.org/wiki/Sam_Raimi","Sam Raimi"
"303","https://en.wikipedia.org/wiki/Sam_Raimi%27s_unrealized_projects","Sam Raimi's unrealized projects"
"304","https://en.wikipedia.org/wiki/Actor","Actor"
"305","https://en.wikipedia.org/wiki/Filmmaker","Filmmaking"
"306","https://en.wikipedia.org/wiki/Short_story","Short story"
"307","https://en.wikipedia.org/wiki/Prose","Prose"
"308","https://en.wikipedia.org/wiki/Anthology","Anthology"
"309","https://en.wikipedia.org/wiki/Conte_cruel","Conte cruel"
"310","https://en.wikipedia.org/wiki/Renaissance_Pictures","Renaissance Pictures"
"311","https://en.wikipedia.org/wiki/Film_production","Filmmaking"
"312","https://en.wikipedia.org/wiki/Darkman_(character)","Darkman (character)"
"313","https://en.wikipedia.org/wiki/Title_character","Title character"
"314","https://en.wikipedia.org/wiki/Protagonist","Protagonist"
"315","https://en.wikipedia.org/wiki/Brightburn","Brightburn"
"316","https://en.wikipedia.org/wiki/Mark_Gunn_(screenwriter)","Mark Gunn (screenwriter)"
"317","https://en.wikipedia.org/wiki/Pasadena,_California","Pasadena, California"
"318","https://en.wikipedia.org/wiki/Journey_2:_The_Mysterious_Island","Journey 2: The Mysterious Island"
"319","https://en.wikipedia.org/wiki/Mystery_Men","Mystery Men"
"320","https://en.wikipedia.org/wiki/Bob_Burden","Bob Burden"
"321","https://en.wikipedia.org/wiki/Comic_book_creator","Glossary of comics terminology"
"322","https://en.wikipedia.org/wiki/Flaming_Carrot_Comics","Flaming Carrot Comics"
"323","https://en.wikipedia.org/wiki/Kinka_Usher","Kinka Usher"
"324","https://en.wikipedia.org/wiki/Superman_IV:_The_Quest_for_Peace","Superman IV: The Quest for Peace"
"325","https://en.wikipedia.org/wiki/Sidney_J._Furie","Sidney J. Furie"
"326","https://en.wikipedia.org/wiki/Norman_Jewison","Norman Jewison"
"327","https://en.wikipedia.org/wiki/Ted_Kotcheff","Ted Kotcheff"
"328","https://en.wikipedia.org/wiki/The_Spirit_(film)","The Spirit (film)"
"329","https://en.wikipedia.org/wiki/Frank_Miller_(comics_creator)","Frank Miller (comics)"
"330","https://en.wikipedia.org/wiki/Spirit_(comics)","Spirit (comics character)"
"331","https://en.wikipedia.org/wiki/Will_Eisner","Will Eisner"
"332","https://en.wikipedia.org/wiki/Tabloid_(paper_size)","Paper size"
"333","https://en.wikipedia.org/wiki/Spirit_(comics_character)","Spirit (comics character)"
"334","https://en.wikipedia.org/wiki/Hellboy_(2019_film)","Hellboy (2019 film)"
"335","https://en.wikipedia.org/wiki/Neil_Marshall","Neil Marshall"
"336","https://en.wikipedia.org/wiki/Dog_Soldiers_(film)","Dog Soldiers (film)"
"337","https://en.wikipedia.org/wiki/The_Descent","The Descent"
"338","https://en.wikipedia.org/wiki/Hellboy","Hellboy"
"339","https://en.wikipedia.org/wiki/Mike_Mignola","Mike Mignola"
"340","https://en.wikipedia.org/wiki/1993_in_comics","1993 in comics"
"341","https://en.wikipedia.org/wiki/The_Amazing_Screw-On_Head","The Amazing Screw-On Head"
"342","https://en.wikipedia.org/wiki/Astro_Boy_(film)","Astro Boy (film)"
"343","https://en.wikipedia.org/wiki/Osamu_Tezuka","Osamu Tezuka"
"344","https://en.wikipedia.org/wiki/Animator","Animator"
"345","https://en.wikipedia.org/wiki/Manga_artist","Mangaka"
"346","https://en.wikipedia.org/wiki/Astro_Boy","Astro Boy"
"347","https://en.wikipedia.org/wiki/Hepburn_romanization","Hepburn romanization"
"348","https://en.wikipedia.org/wiki/Japanese_language","Japanese language"
"349","https://en.wikipedia.org/wiki/Manga","Manga"
"350","https://en.wikipedia.org/wiki/Imagi_Animation_Studios","Imagi Animation Studios"
